tournament,code,trips,doubs,octas,quarters,semis,finals
Grapevine,Westwood SM,,-1,-1,-1,-1,-1
Grapevine,keller NH,,-1,-1,-1,-1,-1
Grapevine,Plano Senior EJ,,-1,-1,-1,-1,-1
Grapevine,Katy Taylor AW,,-1,-1,-1,-1,-1
Grapevine,Montgomery RM,,-1,-1,-1,-1,-1
Grapevine,Tom C. Clark SC,,-1,-1,-1,-1,-1
Grapevine,Hockaday SM,,-1,-1,-1,-1,-1
Grapevine,Marcus SR,,-1,-1,-1,-1,-1
Grapevine,Greenhill SA,,-1,-1,-1,-1,-1
Grapevine,Greenhill SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage MS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage AS,,-1,-1,-1,-1,-1
Grapevine,Kinkaid AK,,-1,-1,-1,-1,-1
Grapevine,Westlake VR,,-1,-1,-1,-1,-1
Grapevine,Edmond North PY,,-1,-1,-1,-1,-1
Grapevine,Greenhill BB,,-1,-1,-1,-1,-1
Grapevine,Reagan FK,,-1,-1,-1,-1,-1
Grapevine,Anderson IS,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake VC,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake EZ,,-1,-1,-1,-1,-1
Grapevine,Boca Raton Community NM,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray AD,,-1,-1,-1,-1,-1
Grapevine,St. Andrew's Episcopal BM,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial CC,,-1,-1,-1,-1,-1
Grapevine,Prosper ZE,,-1,-1,-1,-1,-1
Grapevine,Lake Travis RH,,-1,-1,-1,-1,-1
Grapevine,Hebron SM,,-1,-1,-1,-1,-1
Grapevine,Law Magnet DR,,-1,-1,-1,-1,-1
Grapevine,Edmond North AL,,-1,-1,-1,-1,-1
Grapevine,Law Magnet CL,,-1,-1,-1,-1,-1
Grapevine,Denver East BO,,-1,-1,-1,-1,-1
Grapevine,Marcus ST,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray EM,,-1,-1,-1,-1,-1
Grapevine,Denver East MD,,-1,-1,-1,-1,-1
Grapevine,Marcus NS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage ASa,,-1,-1,-1,-1,-1
Grapevine,Norman DZ,,-1,-1,-1,-1,-1
Grapevine,Plano East Senior DR,,-1,-1,-1,-1,-1
Grapevine,Desert Oasis MB,,-1,-1,-1,-1,-1
Grapevine,Anderson JT,,-1,-1,-1,-1,-1
Grapevine,Ryan AP,,-1,-1,-1,-1,-1
Grapevine,North Mesquite MK,,-1,-1,-1,-1,-1
Grapevine,Reagan RV,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial AF,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe NR,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe RM,,-1,-1,-1,-1,-1
