tournament,code,trips,doubs,octas,quarters,semis,finals
Grapevine,Westwood SM,,-1,-1,-1,-1,-1
Grapevine,keller NH,,-1,-1,-1,-1,-1
Grapevine,Plano Senior EJ,,-1,-1,-1,-1,-1
Grapevine,Katy Taylor AW,,-1,-1,-1,-1,-1
Grapevine,Montgomery RM,,-1,-1,-1,-1,-1
Grapevine,Tom C. Clark SC,,-1,-1,-1,-1,-1
Grapevine,Hockaday SM,,-1,-1,-1,-1,-1
Grapevine,Marcus SR,,-1,-1,-1,-1,-1
Grapevine,Greenhill SA,,-1,-1,-1,-1,-1
Grapevine,Greenhill SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage MS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage AS,,-1,-1,-1,-1,-1
Grapevine,Kinkaid AK,,-1,-1,-1,-1,-1
Grapevine,Westlake VR,,-1,-1,-1,-1,-1
Grapevine,Edmond North PY,,-1,-1,-1,-1,-1
Grapevine,Greenhill BB,,-1,-1,-1,-1,-1
Grapevine,Reagan FK,,-1,-1,-1,-1,-1
Grapevine,Anderson IS,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake VC,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake EZ,,-1,-1,-1,-1,-1
Grapevine,Boca Raton Community NM,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray AD,,-1,-1,-1,-1,-1
Grapevine,St. Andrew's Episcopal BM,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial CC,,-1,-1,-1,-1,-1
Grapevine,Prosper ZE,,-1,-1,-1,-1,-1
Grapevine,Lake Travis RH,,-1,-1,-1,-1,-1
Grapevine,Hebron SM,,-1,-1,-1,-1,-1
Grapevine,Law Magnet DR,,-1,-1,-1,-1,-1
Grapevine,Edmond North AL,,-1,-1,-1,-1,-1
Grapevine,Law Magnet CL,,-1,-1,-1,-1,-1
Grapevine,Denver East BO,,-1,-1,-1,-1,-1
Grapevine,Marcus ST,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray EM,,-1,-1,-1,-1,-1
Grapevine,Denver East MD,,-1,-1,-1,-1,-1
Grapevine,Marcus NS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage ASa,,-1,-1,-1,-1,-1
Grapevine,Norman DZ,,-1,-1,-1,-1,-1
Grapevine,Plano East Senior DR,,-1,-1,-1,-1,-1
Grapevine,Desert Oasis MB,,-1,-1,-1,-1,-1
Grapevine,Anderson JT,,-1,-1,-1,-1,-1
Grapevine,Ryan AP,,-1,-1,-1,-1,-1
Grapevine,North Mesquite MK,,-1,-1,-1,-1,-1
Grapevine,Reagan RV,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial AF,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe NR,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe RM,,-1,-1,-1,-1,-1
Loyola,Peninsula KK,,1,1,0,-1,-1
Loyola,Peninsula JL,,1,1,1,0,-1
Loyola,Harvard-Westlake CC,,1,1,1,1,1
Loyola,Crossroads NS,,1,1,1,0,-1
Loyola,Los Altos JN,,1,1,0,-1,-1
Loyola,Chaminade CP ER,,1,0,-1,-1,-1
Loyola,Palo Alto Independent AL,,0,-1,-1,-1,-1
Loyola,Los Altos SN,,1,0,-1,-1,-1
Loyola,Harvard-Westlake NS,,1,1,1,1,1
Loyola,Brentwood JR,,1,0,-1,-1,-1
Loyola,La Canada AZ,,1,1,0,-1,-1
Loyola,Marlborough AG,,0,-1,-1,-1,-1
Loyola,Lynbrook NS,,1,0,-1,-1,-1
Loyola,Skyline EF,,0,-1,-1,-1,-1
Loyola,Peninsula IG,,1,0,-1,-1,-1
Loyola,Oakwood School - North Hollywood JS,,1,0,-1,-1,-1
Loyola,Brentwood CH,,0,-1,-1,-1,-1
Loyola,Immaculate Heart LM,,0,-1,-1,-1,-1
Loyola,Meadows KB,,1,0,-1,-1,-1
Loyola,Immaculate Heart DD,,0,-1,-1,-1,-1
Loyola,Lynbrook HW,,1,0,-1,-1,-1
Loyola,MV Independent OZ,,0,-1,-1,-1,-1
Loyola,Oakwood School - North Hollywood AM,,0,-1,-1,-1,-1
Loyola,Harvard-Westlake EE,,0,-1,-1,-1,-1
Loyola,Meadows AT,,0,-1,-1,-1,-1
Loyola,Lynbrook VV,,1,1,0,-1,-1
Loyola,Del Mar NK,,-1,-1,-1,-1,-1
Loyola,Servite PA,,-1,-1,-1,-1,-1
Loyola,Oakwood School - North Hollywood AB,,-1,-1,-1,-1,-1
Loyola,La Reina EP,,-1,-1,-1,-1,-1
Loyola,Lynbrook NA,,-1,-1,-1,-1,-1
Loyola,Mountain View VP,,-1,-1,-1,-1,-1
Loyola,Del Mar AS,,-1,-1,-1,-1,-1
Loyola,Oakwood School - North Hollywood JG,,-1,-1,-1,-1,-1
Loyola,Harvard-Westlake IP,,-1,-1,-1,-1,-1
Loyola,Harvard-Westlake WP,,-1,-1,-1,-1,-1
Loyola,HWMS LM,,-1,-1,-1,-1,-1
Loyola,Del Mar SH,,-1,-1,-1,-1,-1
Loyola,Palo Alto Independent ET,,-1,-1,-1,-1,-1
Loyola,HWMS NP,,-1,-1,-1,-1,-1
Loyola,Peninsula JLe,,-1,-1,-1,-1,-1
Loyola,Marlborough MC,,-1,-1,-1,-1,-1
Loyola,Palo Alto Independent CF,,-1,-1,-1,-1,-1
Loyola,MV Independent LH,,-1,-1,-1,-1,-1
Loyola,Lynbrook YZ,,-1,-1,-1,-1,-1
Loyola,Palo Alto Independent FZ,,-1,-1,-1,-1,-1
Loyola,Brentwood EL,,-1,-1,-1,-1,-1
Loyola,Lynbrook CW,,-1,-1,-1,-1,-1
Loyola,Los Altos DV,,-1,-1,-1,-1,-1
Loyola,La Reina ES,,-1,-1,-1,-1,-1
Loyola,Clovis North RGi,,-1,-1,-1,-1,-1
Loyola,Yucca Valley DA,,-1,-1,-1,-1,-1
Loyola,West Ranch JW,,-1,-1,-1,-1,-1
Loyola,Brentwood WJ,,-1,-1,-1,-1,-1
Loyola,Brentwood KM,,-1,-1,-1,-1,-1
Loyola,HWMS JD,,-1,-1,-1,-1,-1
Loyola,Harvard-Westlake EC,,-1,-1,-1,-1,-1
Loyola,HWMS ER,,-1,-1,-1,-1,-1
Loyola,Immaculate Heart DE,,-1,-1,-1,-1,-1
Loyola,Marlborough CC,,-1,-1,-1,-1,-1
Loyola,Brentwood JDe,,-1,-1,-1,-1,-1
Loyola,Elite of Irvine DC,,-1,-1,-1,-1,-1
Loyola,Clovis North SD,,-1,-1,-1,-1,-1
Loyola,HWMS KK,,-1,-1,-1,-1,-1
Loyola,Elite of Irvine CL,,-1,-1,-1,-1,-1
Wake Forest,Marriotts Ridge YL,,1,0,-1,-1,-1
Wake Forest,Henry W. Grady CD,,1,1,1,1,1
Wake Forest,Cary KM,,1,0,-1,-1,-1
Wake Forest,Henry W. Grady WT,,1,0,-1,-1,-1
Wake Forest,Cary GJ,,1,0,-1,-1,-1
Wake Forest,Ardrey Kell GD,,1,0,-1,-1,-1
Wake Forest,Pinecrest MS,,1,1,0,-1,-1
Wake Forest,Gilmour SW,,1,0,-1,-1,-1
Wake Forest,T Jefferson JG,,1,1,0,-1,-1
Wake Forest,Marriotts Ridge QC,,1,0,-1,-1,-1
Wake Forest,Northwest Guilford HR,,1,1,1,0,-1
Wake Forest,North Carolina School of Science and Math TP,,1,1,1,1,0
Wake Forest,Loyola Blakefield AB,,0,-1,-1,-1,-1
Wake Forest,Cary ES,,0,-1,-1,-1,-1
Wake Forest,Pinecrest CO,,1,0,-1,-1,-1
Wake Forest,Hendrick Hudson MG,,1,1,1,0,-1
Wake Forest,TJefferson SKo,,0,-1,-1,-1,-1
Wake Forest,Boca Raton Community BF,,0,-1,-1,-1,-1
Wake Forest,T Jefferson KV,,1,1,0,-1,-1
Wake Forest,North Carolina School of Science and Math CY,,1,1,0,-1,-1
Wake Forest,McDowell AL,,-1,-1,-1,-1,-1
Wake Forest,North Carolina School of Science and Math LY,,-1,-1,-1,-1,-1
Wake Forest,University KL,,-1,-1,-1,-1,-1
Wake Forest,Millburn AA,,-1,-1,-1,-1,-1
Wake Forest,William G. Enloe WS,,-1,-1,-1,-1,-1
Wake Forest,University AG,,-1,-1,-1,-1,-1
Wake Forest,Loyola Blakefield JH,,-1,-1,-1,-1,-1
Wake Forest,Dallastown Area OM,,-1,-1,-1,-1,-1
Wake Forest,Loyola Blakefield JM,,-1,-1,-1,-1,-1
Wake Forest,Lovett JM,,-1,-1,-1,-1,-1
Wake Forest,North Carolina School of Science and Math SW,,-1,-1,-1,-1,-1
Wake Forest,Henry Clay EA,,-1,-1,-1,-1,-1
Wake Forest,Providence SK,,-1,-1,-1,-1,-1
Wake Forest,Dallastown Area ND,,-1,-1,-1,-1,-1
Wake Forest,University IP,,-1,-1,-1,-1,-1
Wake Forest,TJefferson AC,,-1,-1,-1,-1,-1
Wake Forest,McDowell DS,,-1,-1,-1,-1,-1
Wake Forest,Pinecrest MW,,-1,-1,-1,-1,-1
Wake Forest,Upper Arlington HW,,-1,-1,-1,-1,-1
Wake Forest,Asheville CD,,-1,-1,-1,-1,-1
Wake Forest,Asheville LB,,-1,-1,-1,-1,-1
Wake Forest,Northwest Guilford NM,,-1,-1,-1,-1,-1
Wake Forest,Marriotts Ridge DK,,-1,-1,-1,-1,-1
Wake Forest,Henry W. Grady GB,,-1,-1,-1,-1,-1
Wake Forest,Cary HJ,,-1,-1,-1,-1,-1
Wake Forest,Myers Park SP,,-1,-1,-1,-1,-1
Wake Forest,University RMc,,-1,-1,-1,-1,-1
Wake Forest,Loyola Blakefield CG,,-1,-1,-1,-1,-1
Wake Forest,William G. Enloe VI,,-1,-1,-1,-1,-1
Wake Forest,Lovett JB,,-1,-1,-1,-1,-1
Wake Forest,McDowell JK,,-1,-1,-1,-1,-1
Wake Forest,Loyola Blakefield JT,,-1,-1,-1,-1,-1
Wake Forest,Cary PM,,-1,-1,-1,-1,-1
Wake Forest,Boca Raton Community OL,,-1,-1,-1,-1,-1
Wake Forest,TJefferson VTa,,-1,-1,-1,-1,-1
Wake Forest,St James DK,,-1,-1,-1,-1,-1
Wake Forest,Pinecrest LW,,-1,-1,-1,-1,-1
Wake Forest,Charlotte Catholic MM,,-1,-1,-1,-1,-1
Yale,Oakwood Secondary JW,1,1,0,-1,-1,-1
Yale,Lake Highland Prep MCo,1,0,-1,-1,-1,-1
Yale,Scarsdale ZG,1,1,1,1,0,-1
Yale,Lake Highland Prep NK,1,1,1,1,0,-1
Yale,Stuyvesant SL,1,0,-1,-1,-1,-1
Yale,Ridge SK,1,1,0,-1,-1,-1
Yale,Walt Whitman LK,1,0,-1,-1,-1,-1
Yale,West Des Moines Valley TG,1,1,0,-1,-1,-1
Yale,Hunter College NP,1,1,1,1,1,1
Yale,Bronx Science JS,1,1,1,0,-1,-1
Yale,Oxbridge Academy of the Palm Beaches NV,1,1,1,0,-1,-1
Yale,Byram Hills PE,1,1,1,0,-1,-1
Yale,Scarsdale ZE,0,-1,-1,-1,-1,-1
Yale,Bronx Science ZP,1,1,0,-1,-1,-1
Yale,American Heritage Plantation DM,0,-1,-1,-1,-1,-1
Yale,Cambridge Rindge and Latin OS,0,-1,-1,-1,-1,-1
Yale,Hawken NK,1,1,1,0,-1,-1
Yale,University JR,1,1,1,1,1,0
Yale,Millburn WH,1,0,-1,-1,-1,-1
Yale,Concord Carlisle DL,0,-1,-1,-1,-1,-1
Yale,Walt Whitman XR,1,0,-1,-1,-1,-1
Yale,Monticello DA,0,-1,-1,-1,-1,-1
Yale,Byram Hills SC,0,-1,-1,-1,-1,-1
Yale,Harrison KK,1,0,-1,-1,-1,-1
Yale,Lake Highland Prep SP,1,0,-1,-1,-1,-1
Yale,Syosset AM,1,1,0,-1,-1,-1
Yale,Wilson MF,0,-1,-1,-1,-1,-1
Yale,University HM,1,1,0,-1,-1,-1
Yale,Ridge NP,1,0,-1,-1,-1,-1
Yale,Scarsdale DW,1,0,-1,-1,-1,-1
Yale,Bronx Science OK,0,-1,-1,-1,-1,-1
Yale,Collegiate EW,0,-1,-1,-1,-1,-1
Yale,Cambridge Rindge and Latin PO,1,0,-1,-1,-1,-1
Yale,Scarsdale SJ,1,1,0,-1,-1,-1
Yale,Princeton MN,0,-1,-1,-1,-1,-1
Yale,Harvard-Westlake IP,0,-1,-1,-1,-1,-1
Yale,Hunter College AK,0,-1,-1,-1,-1,-1
Yale,Hendrick Hudson MG,1,0,-1,-1,-1,-1
Yale,Harrison MZ,0,-1,-1,-1,-1,-1
Yale,Millburn PH,0,-1,-1,-1,-1,-1
Yale,West Des Moines Valley CT,0,-1,-1,-1,-1,-1
Yale,Harrison SO,1,0,-1,-1,-1,-1
Yale,DuPont Manual XH,1,0,-1,-1,-1,-1
Yale,Delbarton EC,0,-1,-1,-1,-1,-1
Yale,Randolph HK,1,0,-1,-1,-1,-1
Yale,Ridge VK,0,-1,-1,-1,-1,-1
Yale,Millburn CSu,0,-1,-1,-1,-1,-1
Yale,Evergreen VS,0,-1,-1,-1,-1,-1
Yale,Harrison EB,1,0,-1,-1,-1,-1
Yale,Collegiate DK,1,0,-1,-1,-1,-1
Yale,Lexington AQ,0,-1,-1,-1,-1,-1
Yale,Delbarton VK,1,1,0,-1,-1,-1
Yale,Newtown AH,-1,-1,-1,-1,-1,-1
Yale,Byram Hills AW,-1,-1,-1,-1,-1,-1
Yale,Lake Highland Prep NP,-1,-1,-1,-1,-1,-1
Yale,Stuyvesant KW,-1,-1,-1,-1,-1,-1
Yale,Byram Hills JB,-1,-1,-1,-1,-1,-1
Yale,Oakwood Secondary AM,-1,-1,-1,-1,-1,-1
Yale,Stuyvesant YE,-1,-1,-1,-1,-1,-1
Yale,Scarsdale LS,-1,-1,-1,-1,-1,-1
Yale,Oakwood Secondary AB,-1,-1,-1,-1,-1,-1
Yale,American Heritage Plantation JY,-1,-1,-1,-1,-1,-1
Yale,Oxbridge Academy of the Palm Beaches BK,-1,-1,-1,-1,-1,-1
Yale,Syosset JW,-1,-1,-1,-1,-1,-1
Yale,Bridgewater Raritan RK,-1,-1,-1,-1,-1,-1
Yale,Falmouth WL,-1,-1,-1,-1,-1,-1
Yale,Westford AS,-1,-1,-1,-1,-1,-1
Yale,Lexington LW,-1,-1,-1,-1,-1,-1
Yale,Loyola Blakefield AB,-1,-1,-1,-1,-1,-1
Yale,Montville RU,-1,-1,-1,-1,-1,-1
Yale,Randolph EW,-1,-1,-1,-1,-1,-1
Yale,West Des Moines Valley EM,-1,-1,-1,-1,-1,-1
Yale,Dallastown Area OM,-1,-1,-1,-1,-1,-1
Yale,Loyola Blakefield JH,-1,-1,-1,-1,-1,-1
Yale,Stuyvesant KF,-1,-1,-1,-1,-1,-1
Yale,Needham SR,-1,-1,-1,-1,-1,-1
Yale,Scarsdale GA,-1,-1,-1,-1,-1,-1
Yale,Cambridge Rindge and Latin SS,-1,-1,-1,-1,-1,-1
Yale,Collegiate DM,-1,-1,-1,-1,-1,-1
Yale,Monticello KC,-1,-1,-1,-1,-1,-1
Yale,Walt Whitman JB,-1,-1,-1,-1,-1,-1
Yale,Lincoln IW,-1,-1,-1,-1,-1,-1
Yale,Loyola Blakefield JT,-1,-1,-1,-1,-1,-1
Yale,Princeton EO,-1,-1,-1,-1,-1,-1
Yale,Hunter College MS,-1,-1,-1,-1,-1,-1
Yale,Oxbridge Academy of the Palm Beaches AWe,-1,-1,-1,-1,-1,-1
Yale,Unionville DH,-1,-1,-1,-1,-1,-1
Yale,North Allegheny Senior JZ,-1,-1,-1,-1,-1,-1
Yale,Newark Science DA,-1,-1,-1,-1,-1,-1
Yale,North Allegheny Senior ER,-1,-1,-1,-1,-1,-1
Yale,Princeton JK,-1,-1,-1,-1,-1,-1
Yale,Ridge AS,-1,-1,-1,-1,-1,-1
Yale,Christopher Columbus JN,-1,-1,-1,-1,-1,-1
Yale,Acton Boxborough JL,-1,-1,-1,-1,-1,-1
Yale,Heights WD,-1,-1,-1,-1,-1,-1
Yale,Unionville RS,-1,-1,-1,-1,-1,-1
Yale,Cape Elizabeth CO,-1,-1,-1,-1,-1,-1
Yale,Timothy Christian RJ,-1,-1,-1,-1,-1,-1
Yale,Solon MB,-1,-1,-1,-1,-1,-1
Yale,Stuyvesant SW,-1,-1,-1,-1,-1,-1
Yale,King MC,-1,-1,-1,-1,-1,-1
Yale,Stuyvesant MR,-1,-1,-1,-1,-1,-1
Yale,Chaminade AM,-1,-1,-1,-1,-1,-1
Yale,North Allegheny Senior KD,-1,-1,-1,-1,-1,-1
Yale,Syosset CM,-1,-1,-1,-1,-1,-1
Yale,Collegiate KY,-1,-1,-1,-1,-1,-1
Yale,San Marino KW,-1,-1,-1,-1,-1,-1
Yale,Harvard-Westlake CJ,-1,-1,-1,-1,-1,-1
Yale,Lexington NG,-1,-1,-1,-1,-1,-1
Yale,West Des Moines Valley BG,-1,-1,-1,-1,-1,-1
Yale,Dallastown Area ND,-1,-1,-1,-1,-1,-1
Yale,North Allegheny Senior NS,-1,-1,-1,-1,-1,-1
Yale,Randolph AP,-1,-1,-1,-1,-1,-1
Yale,Bronx Science RR,-1,-1,-1,-1,-1,-1
Yale,Loyola Blakefield JM,-1,-1,-1,-1,-1,-1
Yale,Roslyn AG,-1,-1,-1,-1,-1,-1
Yale,Oxbridge Academy of the Palm Beaches NWe,-1,-1,-1,-1,-1,-1
Yale,Hawken ZA,-1,-1,-1,-1,-1,-1
Yale,Manchester Essex MI,-1,-1,-1,-1,-1,-1
Yale,Pine View MM,-1,-1,-1,-1,-1,-1
Yale,Princeton NEi,-1,-1,-1,-1,-1,-1
Yale,Trinity Prep NRa,-1,-1,-1,-1,-1,-1
Yale,Livingston DR,-1,-1,-1,-1,-1,-1
Yale,Harvard-Westlake LM,-1,-1,-1,-1,-1,-1
Yale,Montville DM,-1,-1,-1,-1,-1,-1
Yale,Timothy Christian JR,-1,-1,-1,-1,-1,-1
Yale,Heights JM,-1,-1,-1,-1,-1,-1
Yale,Walt Whitman CC,-1,-1,-1,-1,-1,-1
Yale,McQuaid Jesuit FG,-1,-1,-1,-1,-1,-1
Yale,Lincoln AK,-1,-1,-1,-1,-1,-1
Yale,Needham AO,-1,-1,-1,-1,-1,-1
Yale,Lincoln JN,-1,-1,-1,-1,-1,-1
Yale,Byram Hills CS,-1,-1,-1,-1,-1,-1
Yale,William T. Dwyer LM,-1,-1,-1,-1,-1,-1
Yale,Newark Science DJ,-1,-1,-1,-1,-1,-1
Yale,Trinity Prep MP,-1,-1,-1,-1,-1,-1
Yale,Harrison AE,-1,-1,-1,-1,-1,-1
Yale,Harvard-Westlake KK,-1,-1,-1,-1,-1,-1
Yale,Lexington ZA,-1,-1,-1,-1,-1,-1
Yale,Bridgewater Raritan JC,-1,-1,-1,-1,-1,-1
Yale,King HP,-1,-1,-1,-1,-1,-1
Yale,Pine View TA,-1,-1,-1,-1,-1,-1
Yale,Westford VA,-1,-1,-1,-1,-1,-1
Yale,Lincoln ED,-1,-1,-1,-1,-1,-1
Yale,Chaminade DM,-1,-1,-1,-1,-1,-1
Yale,Achievement First AA,-1,-1,-1,-1,-1,-1
Yale,Achievement First MN,-1,-1,-1,-1,-1,-1
Yale,McQuaid Jesuit LW,-1,-1,-1,-1,-1,-1
Greenhill,Harvard-Westlake CC,,1,1,1,1,1
Greenhill,Strake Jesuit CP SM,,1,1,1,1,0
Greenhill,Newark Science AK,,1,0,-1,-1,-1
Greenhill,Clements FT,,1,1,1,0,-1
Greenhill,Harvard-Westlake NS,,1,1,0,-1,-1
Greenhill,La Canada AZ,,1,0,-1,-1,-1
Greenhill,Harrison EA,,1,0,-1,-1,-1
Greenhill,Law Magnet DD,,1,0,-1,-1,-1
Greenhill,Dulles NB,,0,-1,-1,-1,-1
Greenhill,Immaculate Heart LM,,1,1,0,-1,-1
Greenhill,Peninsula JL,,1,1,1,0,-1
Greenhill,Plano East Senior AK,,0,-1,-1,-1,-1
Greenhill,Marlborough AG,,1,0,-1,-1,-1
Greenhill,Westwood SN,,1,1,0,-1,-1
Greenhill,Harvard-Westlake EE,,0,-1,-1,-1,-1
Greenhill,Harker SP,,1,0,-1,-1,-1
Greenhill,Montgomery WP,,0,-1,-1,-1,-1
Greenhill,St. Thomas JB,,1,0,-1,-1,-1
Greenhill,Lexington NB,,0,-1,-1,-1,-1
Greenhill,Harrison RP,,0,-1,-1,-1,-1
Greenhill,J. Graham Brown BD,,1,0,-1,-1,-1
Greenhill,Lake Highland Prep MK,,0,-1,-1,-1,-1
Greenhill,Liberty Christian BS,,0,-1,-1,-1,-1
Greenhill,Westlake HS (Austin) DB,,1,1,0,-1,-1
Greenhill,Interlake AL,,0,-1,-1,-1,-1
Greenhill,Loyola BS,,0,-1,-1,-1,-1
Greenhill,Harvard-Westlake CE,,0,-1,-1,-1,-1
Greenhill,Dulles AW,,0,-1,-1,-1,-1
Greenhill,Meadows LS,,0,-1,-1,-1,-1
Greenhill,West Des Moines Valley DR,,0,-1,-1,-1,-1
Greenhill,Harrison SR,,-1,-1,-1,-1,-1
Greenhill,Phoenix Country Day PW,,-1,-1,-1,-1,-1
Greenhill,Cy-Fair CM,,-1,-1,-1,-1,-1
Greenhill,Harker KQ,,-1,-1,-1,-1,-1
Greenhill,Apple Valley SO,,-1,-1,-1,-1,-1
Greenhill,Apple Valley PH,,-1,-1,-1,-1,-1
Greenhill,Peninsula IG,,-1,-1,-1,-1,-1
Greenhill,Kinkaid JY,,-1,-1,-1,-1,-1
Greenhill,Episcopal AB,,-1,-1,-1,-1,-1
Greenhill,Strake Jesuit CP RC,,-1,-1,-1,-1,-1
Greenhill,Winston Churchill KH,,-1,-1,-1,-1,-1
Greenhill,Lake Highland Prep AA,,-1,-1,-1,-1,-1
Greenhill,Cedar Park HS Speech/Debate MT,,-1,-1,-1,-1,-1
Greenhill,Peninsula KK,,-1,-1,-1,-1,-1
Greenhill,Cedar Park HS Speech/Debate MG,,-1,-1,-1,-1,-1
Greenhill,Meadows SK,,-1,-1,-1,-1,-1
Greenhill,Apple Valley HD,,-1,-1,-1,-1,-1
Greenhill,Montgomery MB,,-1,-1,-1,-1,-1
Greenhill,Loyola JO,,-1,-1,-1,-1,-1
Greenhill,College Prep DB,,-1,-1,-1,-1,-1
Greenhill,Loyola AP,,-1,-1,-1,-1,-1
Greenhill,Northland Christian ML,,-1,-1,-1,-1,-1
Greenhill,Lake Highland Prep JN,,-1,-1,-1,-1,-1
Greenhill,West Des Moines Valley SC,,-1,-1,-1,-1,-1
Greenhill,Grapevine PTe,,-1,-1,-1,-1,-1
Greenhill,Strake Jesuit CP RB,,-1,-1,-1,-1,-1
Greenhill,Leland SH,,-1,-1,-1,-1,-1
Greenhill,Plano East Senior AB,,-1,-1,-1,-1,-1
Greenhill,Holy Cross RS,,-1,-1,-1,-1,-1
Greenhill,Harker ZD,,-1,-1,-1,-1,-1
Greenhill,Katy Taylor MX,,-1,-1,-1,-1,-1
Greenhill,Meadows AT,,-1,-1,-1,-1,-1
Greenhill,College Prep ZD,,-1,-1,-1,-1,-1
Greenhill,Kingwood RG,,-1,-1,-1,-1,-1
Greenhill,Marlborough GK,,-1,-1,-1,-1,-1
Greenhill,Woodlands College Park JZ,,-1,-1,-1,-1,-1
Greenhill,Brophy CP BM,,-1,-1,-1,-1,-1
Greenhill,Kinkaid SS,,-1,-1,-1,-1,-1
Greenhill,Winston Churchill JL,,-1,-1,-1,-1,-1
Greenhill,Coppell VM,,-1,-1,-1,-1,-1
Greenhill,Holy Cross TL,,-1,-1,-1,-1,-1
Greenhill,Colleyville Heritage AS,,-1,-1,-1,-1,-1
Greenhill,Reagan FK,,-1,-1,-1,-1,-1
Greenhill,Bronx Science JJ,,-1,-1,-1,-1,-1
Greenhill,Law Magnet DR,,-1,-1,-1,-1,-1
Greenhill,Westwood NS,,-1,-1,-1,-1,-1
Greenhill,Katy Taylor AW,,-1,-1,-1,-1,-1
Greenhill,Hockaday MS,,-1,-1,-1,-1,-1
Greenhill,Law Magnet JM,,-1,-1,-1,-1,-1
Greenhill,Hockaday SM,,-1,-1,-1,-1,-1
Greenhill,Reagan RV,,-1,-1,-1,-1,-1
Greenhill,Grapevine NS,,-1,-1,-1,-1,-1
Greenhill,Law Magnet KJ,,-1,-1,-1,-1,-1
