tournament,code,trips,doubs,octas,quarters,semis,finals
Grapevine,Westwood SM,,-1,-1,-1,-1,-1
Grapevine,keller NH,,-1,-1,-1,-1,-1
Grapevine,Plano Senior EJ,,-1,-1,-1,-1,-1
Grapevine,Katy Taylor AW,,-1,-1,-1,-1,-1
Grapevine,Montgomery RM,,-1,-1,-1,-1,-1
Grapevine,Tom C. Clark SC,,-1,-1,-1,-1,-1
Grapevine,Hockaday SM,,-1,-1,-1,-1,-1
Grapevine,Marcus SR,,-1,-1,-1,-1,-1
Grapevine,Greenhill SA,,-1,-1,-1,-1,-1
Grapevine,Greenhill SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage MS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage AS,,-1,-1,-1,-1,-1
Grapevine,Kinkaid AK,,-1,-1,-1,-1,-1
Grapevine,Westlake VR,,-1,-1,-1,-1,-1
Grapevine,Edmond North PY,,-1,-1,-1,-1,-1
Grapevine,Greenhill BB,,-1,-1,-1,-1,-1
Grapevine,Reagan FK,,-1,-1,-1,-1,-1
Grapevine,Anderson IS,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake VC,,-1,-1,-1,-1,-1
Grapevine,Harvard-Westlake EZ,,-1,-1,-1,-1,-1
Grapevine,Boca Raton Community NM,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray AD,,-1,-1,-1,-1,-1
Grapevine,St. Andrew's Episcopal BM,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial CC,,-1,-1,-1,-1,-1
Grapevine,Prosper ZE,,-1,-1,-1,-1,-1
Grapevine,Lake Travis RH,,-1,-1,-1,-1,-1
Grapevine,Hebron SM,,-1,-1,-1,-1,-1
Grapevine,Law Magnet DR,,-1,-1,-1,-1,-1
Grapevine,Edmond North AL,,-1,-1,-1,-1,-1
Grapevine,Law Magnet CL,,-1,-1,-1,-1,-1
Grapevine,Denver East BO,,-1,-1,-1,-1,-1
Grapevine,Marcus ST,,-1,-1,-1,-1,-1
Grapevine,American Heritage Boca Delray EM,,-1,-1,-1,-1,-1
Grapevine,Denver East MD,,-1,-1,-1,-1,-1
Grapevine,Marcus NS,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage SK,,-1,-1,-1,-1,-1
Grapevine,Colleyville Heritage ASa,,-1,-1,-1,-1,-1
Grapevine,Norman DZ,,-1,-1,-1,-1,-1
Grapevine,Plano East Senior DR,,-1,-1,-1,-1,-1
Grapevine,Desert Oasis MB,,-1,-1,-1,-1,-1
Grapevine,Anderson JT,,-1,-1,-1,-1,-1
Grapevine,Ryan AP,,-1,-1,-1,-1,-1
Grapevine,North Mesquite MK,,-1,-1,-1,-1,-1
Grapevine,Reagan RV,,-1,-1,-1,-1,-1
Grapevine,Houston Memorial AF,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe NR,,-1,-1,-1,-1,-1
Grapevine,Edmond Santa Fe RM,,-1,-1,-1,-1,-1
Loyola,(Peninsula KK),,1,1,0,-1,-1
Loyola,(Peninsula JL),,1,1,1,0,-1
Loyola,(Harvard-Westlake CC),,1,1,1,1,1
Loyola,(Crossroads NS),,1,1,1,0,-1
Loyola,(Los Altos JN),,1,1,0,-1,-1
Loyola,(Chaminade CP ER),,1,0,-1,-1,-1
Loyola,(Palo Alto (Independent),,0,-1,-1,-1,-1
Loyola,(Los Altos SN),,1,0,-1,-1,-1
Loyola,(Harvard-Westlake NS),,1,1,1,1,1
Loyola,(Brentwood JR),,1,0,-1,-1,-1
Loyola,(La Canada AZ),,1,1,0,-1,-1
Loyola,(Marlborough AG),,0,-1,-1,-1,-1
Loyola,(Lynbrook NS),,1,0,-1,-1,-1
Loyola,(Skyline EF),,0,-1,-1,-1,-1
Loyola,(Peninsula IG),,1,0,-1,-1,-1
Loyola,(Oakwood School - North Hollywood JS),,1,0,-1,-1,-1
Loyola,(Brentwood CH),,0,-1,-1,-1,-1
Loyola,(Immaculate Heart LM),,0,-1,-1,-1,-1
Loyola,(Meadows KB),,1,0,-1,-1,-1
Loyola,(Immaculate Heart DD),,0,-1,-1,-1,-1
Loyola,(Lynbrook HW),,1,0,-1,-1,-1
Loyola,(MV Independent OZ),,0,-1,-1,-1,-1
Loyola,(Oakwood School - North Hollywood AM),,0,-1,-1,-1,-1
Loyola,(Harvard-Westlake EE),,0,-1,-1,-1,-1
Loyola,(Meadows AT),,0,-1,-1,-1,-1
Loyola,(Lynbrook VV),,1,1,0,-1,-1
Loyola,(Del Mar NK),,-1,-1,-1,-1,-1
Loyola,(Servite PA),,-1,-1,-1,-1,-1
Loyola,(Oakwood School - North Hollywood AB),,-1,-1,-1,-1,-1
Loyola,(La Reina EP),,-1,-1,-1,-1,-1
Loyola,(Lynbrook NA),,-1,-1,-1,-1,-1
Loyola,(Mountain View VP),,-1,-1,-1,-1,-1
Loyola,(Del Mar AS),,-1,-1,-1,-1,-1
Loyola,(Oakwood School - North Hollywood JG),,-1,-1,-1,-1,-1
Loyola,(Harvard-Westlake IP),,-1,-1,-1,-1,-1
Loyola,(Harvard-Westlake WP),,-1,-1,-1,-1,-1
Loyola,(HWMS LM),,-1,-1,-1,-1,-1
Loyola,(Del Mar SH),,-1,-1,-1,-1,-1
Loyola,(Palo Alto (Independent),,-1,-1,-1,-1,-1
Loyola,(HWMS NP),,-1,-1,-1,-1,-1
Loyola,(Peninsula JLe),,-1,-1,-1,-1,-1
Loyola,(Marlborough MC),,-1,-1,-1,-1,-1
Loyola,(Palo Alto (Independent),,-1,-1,-1,-1,-1
Loyola,(MV Independent LH),,-1,-1,-1,-1,-1
Loyola,(Lynbrook YZ),,-1,-1,-1,-1,-1
Loyola,(Palo Alto (Independent),,-1,-1,-1,-1,-1
Loyola,(Brentwood EL),,-1,-1,-1,-1,-1
Loyola,(Lynbrook CW),,-1,-1,-1,-1,-1
Loyola,(Los Altos DV),,-1,-1,-1,-1,-1
Loyola,(La Reina ES),,-1,-1,-1,-1,-1
Loyola,(Clovis North RGi),,-1,-1,-1,-1,-1
Loyola,(Yucca Valley DA),,-1,-1,-1,-1,-1
Loyola,(West Ranch JW),,-1,-1,-1,-1,-1
Loyola,(Brentwood WJ),,-1,-1,-1,-1,-1
Loyola,(Brentwood KM),,-1,-1,-1,-1,-1
Loyola,(HWMS JD),,-1,-1,-1,-1,-1
Loyola,(Harvard-Westlake EC),,-1,-1,-1,-1,-1
Loyola,(HWMS ER),,-1,-1,-1,-1,-1
Loyola,(Immaculate Heart DE),,-1,-1,-1,-1,-1
Loyola,(Marlborough CC),,-1,-1,-1,-1,-1
Loyola,(Brentwood JDe),,-1,-1,-1,-1,-1
Loyola,(Elite of Irvine DC),,-1,-1,-1,-1,-1
Loyola,(Clovis North SD),,-1,-1,-1,-1,-1
Loyola,(HWMS KK),,-1,-1,-1,-1,-1
Loyola,(Elite of Irvine CL),,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep NK),1,1,1,1,0,-1
Valley,(Crossroads NS),1,1,1,1,1,0
Valley,(Oxbridge Academy of the Palm Beaches NV),1,1,1,0,-1,-1
Valley,(Millard North GB),1,1,1,0,-1,-1
Valley,(Hunter College NP),1,1,1,1,1,1
Valley,(Strake Jesuit CP SM),1,1,1,1,0,-1
Valley,(Immaculate Heart LM),1,1,1,0,-1,-1
Valley,(Law Magnet DD),1,1,1,0,-1,-1
Valley,(Lake Highland Prep SP),1,1,0,-1,-1,-1
Valley,(NSU University JR),1,1,0,-1,-1,-1
Valley,(Lexington AS),1,1,0,-1,-1,-1
Valley,(Walt Whitman LK),1,1,0,-1,-1,-1
Valley,(Cambridge Rindge and Latin OS),1,1,0,-1,-1,-1
Valley,(Harrison KK),1,1,0,-1,-1,-1
Valley,(Strake Jesuit CP RC),1,1,0,-1,-1,-1
Valley,(Oakwood JW),1,0,-1,-1,-1,-1
Valley,(Barrington VA),1,1,0,-1,-1,-1
Valley,(Strake Jesuit CP KF),1,0,-1,-1,-1,-1
Valley,(Lake Highland Prep MK),1,0,-1,-1,-1,-1
Valley,(Mission LS),1,0,-1,-1,-1,-1
Valley,(duPont Manual XH),1,0,-1,-1,-1,-1
Valley,(Hunter College AK),0,-1,-1,-1,-1,-1
Valley,(Millburn WH),1,0,-1,-1,-1,-1
Valley,(Apple Valley PH),1,0,-1,-1,-1,-1
Valley,(Bronx HS of Science OK),1,0,-1,-1,-1,-1
Valley,(American Heritage Plantation DM),1,0,-1,-1,-1,-1
Valley,(Interlake AL),1,0,-1,-1,-1,-1
Valley,(Millard North PK),0,-1,-1,-1,-1,-1
Valley,(Immaculate Heart DD),1,0,-1,-1,-1,-1
Valley,(Lake Highland Prep MC),1,0,-1,-1,-1,-1
Valley,(Fenwick TS),0,-1,-1,-1,-1,-1
Valley,(Loyola JO),0,-1,-1,-1,-1,-1
Valley,(Upper Arlington HW),1,0,-1,-1,-1,-1
Valley,(Cambridge Rindge and Latin PO),1,0,-1,-1,-1,-1
Valley,(Lake Highland Prep KP),0,-1,-1,-1,-1,-1
Valley,(Strake Jesuit CP RB),0,-1,-1,-1,-1,-1
Valley,(NSU University KC),1,0,-1,-1,-1,-1
Valley,(Millburn CS),0,-1,-1,-1,-1,-1
Valley,(Apple Valley JB),0,-1,-1,-1,-1,-1
Valley,(Houston Memorial PK),0,-1,-1,-1,-1,-1
Valley,(Barrington SN),0,-1,-1,-1,-1,-1
Valley,(Collegiate EW),0,-1,-1,-1,-1,-1
Valley,(Harrison RP),1,0,-1,-1,-1,-1
Valley,(Strake Jesuit CP AS),0,-1,-1,-1,-1,-1
Valley,(Collegiate DM),0,-1,-1,-1,-1,-1
Valley,(St. Louis Park DA),0,-1,-1,-1,-1,-1
Valley,(Apple Valley HD),0,-1,-1,-1,-1,-1
Valley,(Bronx HS of Science RR),0,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley GH),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley CH),-1,-1,-1,-1,-1,-1
Valley,(Ventura NA),-1,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep AA),-1,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep RS),-1,-1,-1,-1,-1,-1
Valley,(Ventura VV),-1,-1,-1,-1,-1,-1
Valley,(Rosemount WL),-1,-1,-1,-1,-1,-1
Valley,(Servite PA),-1,-1,-1,-1,-1,-1
Valley,(Dowling Catholic JO),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley SO),-1,-1,-1,-1,-1,-1
Valley,(Lincoln East FC),-1,-1,-1,-1,-1,-1
Valley,(American Heritage Boca Delray AD),-1,-1,-1,-1,-1,-1
Valley,(Oxbridge Academy of the Palm Beaches AW),-1,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep SS),-1,-1,-1,-1,-1,-1
Valley,(Ventura CW),-1,-1,-1,-1,-1,-1
Valley,(Bronx HS of Science GM),-1,-1,-1,-1,-1,-1
Valley,(Del Mar SH),-1,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley AJ),-1,-1,-1,-1,-1,-1
Valley,(Harrison LC),-1,-1,-1,-1,-1,-1
Valley,(Cambridge Rindge and Latin SS),-1,-1,-1,-1,-1,-1
Valley,(Barrington JH),-1,-1,-1,-1,-1,-1
Valley,(St Thomas AS),-1,-1,-1,-1,-1,-1
Valley,(Del Mar NK),-1,-1,-1,-1,-1,-1
Valley,(Evanston HS),-1,-1,-1,-1,-1,-1
Valley,(Barrington HS),-1,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep OT),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley KA),-1,-1,-1,-1,-1,-1
Valley,(Evanston GH),-1,-1,-1,-1,-1,-1
Valley,(Mission RS),-1,-1,-1,-1,-1,-1
Valley,(Episcopal AB),-1,-1,-1,-1,-1,-1
Valley,(Marquette University HL),-1,-1,-1,-1,-1,-1
Valley,(Strake Jesuit CP GN),-1,-1,-1,-1,-1,-1
Valley,(Walt Whitman CC),-1,-1,-1,-1,-1,-1
Valley,(Lake Highland Prep SG),-1,-1,-1,-1,-1,-1
Valley,(Fenwick IC),-1,-1,-1,-1,-1,-1
Valley,(Law Magnet DR),-1,-1,-1,-1,-1,-1
Valley,(Ventura SS),-1,-1,-1,-1,-1,-1
Valley,(North Atlanta AM),-1,-1,-1,-1,-1,-1
Valley,(Law Magnet JM),-1,-1,-1,-1,-1,-1
Valley,(Marquette University GP),-1,-1,-1,-1,-1,-1
Valley,(Palo Alto (Independent),-1,-1,-1,-1,-1,-1
Valley,(Strake Jesuit CP ML),-1,-1,-1,-1,-1,-1
Valley,(Del Mar AS),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley CR),-1,-1,-1,-1,-1,-1
Valley,(Bronx HS of Science AM),-1,-1,-1,-1,-1,-1
Valley,(Katy Taylor MX),-1,-1,-1,-1,-1,-1
Valley,(Westwood SM),-1,-1,-1,-1,-1,-1
Valley,(Needham EL),-1,-1,-1,-1,-1,-1
Valley,(Del Mar KC),-1,-1,-1,-1,-1,-1
Valley,(Barrington TC),-1,-1,-1,-1,-1,-1
Valley,(Ventura RM),-1,-1,-1,-1,-1,-1
Valley,(Clovis North RG),-1,-1,-1,-1,-1,-1
Valley,(St Thomas NB),-1,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley WG),-1,-1,-1,-1,-1,-1
Valley,(Needham CJ),-1,-1,-1,-1,-1,-1
Valley,(Strake Jesuit CP MC),-1,-1,-1,-1,-1,-1
Valley,(Barrington ER),-1,-1,-1,-1,-1,-1
Valley,(Millard North TQ),-1,-1,-1,-1,-1,-1
Valley,(Lexington CC),-1,-1,-1,-1,-1,-1
Valley,(Lincoln JO),-1,-1,-1,-1,-1,-1
Valley,(Law Magnet CL),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley TE),-1,-1,-1,-1,-1,-1
Valley,(Dowling Catholic DK),-1,-1,-1,-1,-1,-1
Valley,(Lincoln East JL),-1,-1,-1,-1,-1,-1
Valley,(Strake Jesuit CP AN),-1,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley AZ),-1,-1,-1,-1,-1,-1
Valley,(St Thomas NW),-1,-1,-1,-1,-1,-1
Valley,(Bettendorf RN),-1,-1,-1,-1,-1,-1
Valley,(St Thomas SK),-1,-1,-1,-1,-1,-1
Valley,(Millard North RE),-1,-1,-1,-1,-1,-1
Valley,(Walt Whitman IL),-1,-1,-1,-1,-1,-1
Valley,(Ventura SZ),-1,-1,-1,-1,-1,-1
Valley,(Millard North QR),-1,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley JM),-1,-1,-1,-1,-1,-1
Valley,(Dowling Catholic SE),-1,-1,-1,-1,-1,-1
Valley,(St Thomas EM),-1,-1,-1,-1,-1,-1
Valley,(West Des Moines Valley HS),-1,-1,-1,-1,-1,-1
Valley,(Palo Alto (Independent),-1,-1,-1,-1,-1,-1
Valley,(Apple Valley YS),-1,-1,-1,-1,-1,-1
Valley,(Fenwick PV),-1,-1,-1,-1,-1,-1
Valley,(Millard West CG),-1,-1,-1,-1,-1,-1
Valley,(Rosemount JS),-1,-1,-1,-1,-1,-1
Valley,(Bettendorf AW),-1,-1,-1,-1,-1,-1
Wake Forest,(Marriotts Ridge YL),,1,0,-1,-1,-1
Wake Forest,(Henry W. Grady CD),,1,1,1,1,1
Wake Forest,(Cary KM),,1,0,-1,-1,-1
Wake Forest,(Henry W. Grady WT),,1,0,-1,-1,-1
Wake Forest,(Cary GJ),,1,0,-1,-1,-1
Wake Forest,(Ardrey Kell GD),,1,0,-1,-1,-1
Wake Forest,(Pinecrest MS),,1,1,0,-1,-1
Wake Forest,(Gilmour SW),,1,0,-1,-1,-1
Wake Forest,(T Jefferson JG),,1,1,0,-1,-1
Wake Forest,(Marriotts Ridge QC),,1,0,-1,-1,-1
Wake Forest,(Northwest Guilford HR),,1,1,1,0,-1
Wake Forest,(North Carolina School of Science and Math TP),,1,1,1,1,0
Wake Forest,(Loyola Blakefield AB),,0,-1,-1,-1,-1
Wake Forest,(Cary ES),,0,-1,-1,-1,-1
Wake Forest,(Pinecrest CO),,1,0,-1,-1,-1
Wake Forest,(Hendrick Hudson MG),,1,1,1,0,-1
Wake Forest,(TJefferson SKo),,0,-1,-1,-1,-1
Wake Forest,(Boca Raton Community BF),,0,-1,-1,-1,-1
Wake Forest,(T Jefferson KV),,1,1,0,-1,-1
Wake Forest,(North Carolina School of Science and Math CY),,1,1,0,-1,-1
Wake Forest,(McDowell AL),,-1,-1,-1,-1,-1
Wake Forest,(North Carolina School of Science and Math LY),,-1,-1,-1,-1,-1
Wake Forest,(University KL),,-1,-1,-1,-1,-1
Wake Forest,(Millburn AA),,-1,-1,-1,-1,-1
Wake Forest,(William G. Enloe WS),,-1,-1,-1,-1,-1
Wake Forest,(University AG),,-1,-1,-1,-1,-1
Wake Forest,(Loyola Blakefield JH),,-1,-1,-1,-1,-1
Wake Forest,(Dallastown Area OM),,-1,-1,-1,-1,-1
Wake Forest,(Loyola Blakefield JM),,-1,-1,-1,-1,-1
Wake Forest,(Lovett JM),,-1,-1,-1,-1,-1
Wake Forest,(North Carolina School of Science and Math SW),,-1,-1,-1,-1,-1
Wake Forest,(Henry Clay EA),,-1,-1,-1,-1,-1
Wake Forest,(Providence SK),,-1,-1,-1,-1,-1
Wake Forest,(Dallastown Area ND),,-1,-1,-1,-1,-1
Wake Forest,(University IP),,-1,-1,-1,-1,-1
Wake Forest,(TJefferson AC),,-1,-1,-1,-1,-1
Wake Forest,(McDowell DS),,-1,-1,-1,-1,-1
Wake Forest,(Pinecrest MW),,-1,-1,-1,-1,-1
Wake Forest,(Upper Arlington HW),,-1,-1,-1,-1,-1
Wake Forest,(Asheville CD),,-1,-1,-1,-1,-1
Wake Forest,(Asheville LB),,-1,-1,-1,-1,-1
Wake Forest,(Northwest Guilford NM),,-1,-1,-1,-1,-1
Wake Forest,(Marriotts Ridge DK),,-1,-1,-1,-1,-1
Wake Forest,(Henry W. Grady GB),,-1,-1,-1,-1,-1
Wake Forest,(Cary HJ),,-1,-1,-1,-1,-1
Wake Forest,(Myers Park SP),,-1,-1,-1,-1,-1
Wake Forest,(University RMc),,-1,-1,-1,-1,-1
Wake Forest,(Loyola Blakefield CG),,-1,-1,-1,-1,-1
Wake Forest,(William G. Enloe VI),,-1,-1,-1,-1,-1
Wake Forest,(Lovett JB),,-1,-1,-1,-1,-1
Wake Forest,(McDowell JK),,-1,-1,-1,-1,-1
Wake Forest,(Loyola Blakefield JT),,-1,-1,-1,-1,-1
Wake Forest,(Cary PM),,-1,-1,-1,-1,-1
Wake Forest,(Boca Raton Community OL),,-1,-1,-1,-1,-1
Wake Forest,(TJefferson VTa),,-1,-1,-1,-1,-1
Wake Forest,(St James DK),,-1,-1,-1,-1,-1
Wake Forest,(Pinecrest LW),,-1,-1,-1,-1,-1
Wake Forest,(Charlotte Catholic MM),,-1,-1,-1,-1,-1
